ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
91	135.01735754653885	134.86886708380294	135.03577193737576	135.19017852524763
92	135.01843356556572	134.86891792772388	135.03568211295857	135.19001873255874
93	135.0188950927873	134.86868255240933	135.0355531212194	135.19004151437002
94	135.0198522516103	134.86863869147274	135.03546946319577	135.18991558503268
95	135.01986181787618	134.8679705953866	135.03520442458435	135.18993207766937
96	135.0199032758487	134.867320316233	135.0349307476985	135.18979040773522
97	135.0220368896258	134.86773945022696	135.03495502686096	135.1896750516533
98	135.02311514089084	134.8680286504527	135.03495195323885	135.18965674411254
99	135.0236879944139	134.8676371440584	135.03479675279422	135.18964253395055
100	135.0246891218393	134.86777289265277	135.0347706325962	135.18961292087505
